,Europeana ID,Title,Year,Duration,Composer,DateOfBirth,DateOfDeath,Biography,Publisher,Place
148,9200369/webclient_DeliveryManager_pid_8382704_custom_att_2_simple_viewer,"Adagio for strings, op. 11 ; Konzert für Violine und Orchester, op. 14",2006,30049,Samuel Barber,1910-03-09,1981-01-23,"Samuel Osmond Barber II (March 9, 1910 – January 23, 1981) was an American composer of orchestral, opera, choral, and piano music. He is one of the most celebrated composers of the 20th century: music critic Donal Henahan stated that ""Probably no other American composer has ever enjoyed such early, such persistent and such long-lasting acclaim."" His Adagio for Strings (1936) has earned a permanent place in the concert repertory of orchestras. He was awarded the Pulitzer Prize for Music twice: for his opera Vanessa (1956–57) and for the Concerto for Piano and Orchestra (1962). Also widely performed is his Knoxville: Summer of 1915 (1947), a setting for soprano and orchestra of a prose text by James Agee. At the time of his death, nearly all of his compositions had been recorded.",Sony Music Entertainment,
149,496/MIL0878053,Il Mito americano / Alti & Bass,1998,30073,Alti & Bassi,,,,Riverrecorrds,
150,2059210/data_sounds_http___archive_org_download_jbt2011_09_02_CA_11cardioid24bit_jbt2011_09_02cardioidt01_mp3,One Way Road,2011,351552,John Butler Trio,,,"The John Butler Trio is an Australian roots and jam band led by guitarist and vocalist John Butler. They formed in Fremantle in 1998 with Jason McGann on drums and Gavin Shoesmith on bass. By 2009, the trio was Butler with Nicky Bomba on drums and percussion, and Byron Luiters on bass.The band's second studio album, Three (2001) reached the top 30 in the Australian album charts and achieved platinum sales. The band's subsequent studio albums: Sunrise Over Sea (2004); Grand National (2007); and April Uprising (2010) all debuted at the number one position on the Australian album charts, with all three albums reaching platinum sales status. Living 2001–2002 (2003), the band's first live album, reached the top ten and also achieved platinum status in Australia. The band's second live album, Live at St. Gallen (2005) also achieved gold record status. The band's releases since 2002 have been marketed independently by Jarrah Records, which Butler co-owns with West Australian folk band The Waifs and manager of both acts, Philip Stevens. Their sixth studio album, Flesh & Blood was released in February 2014.",,
151,9200369/webclient_DeliveryManager_pid_8408126_custom_att_2_simple_viewer,"CD 2: English suites 4-6, BWV 809-811",2011,139259,Johann Sebastian Bach,,,,Virgin Classics,City of London
152,446/MIL0871279,Infinito ,2010,30073,Litfiba,,,,Sony Music Entertainment,
153,446/TSA1380773,Falstaff ,2011,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Emi Classics,
154,2059210/data_sounds_http___archive_org_download_caitlinrose2010_12_13_caitlinrose20101213d01t03_mp3,Own Side,2011,276637,Caitlin Rose,1987-06-23,,"Caitlin Rose (born June 23, 1987) is a country singer from Nashville, Tennessee.",,
155,496/MIL0872887,14: Orchestral Arrangements / Ennio Morricone,2008,30073,Ennio Morricone,,,,GDM,
156,9200369/webclient_DeliveryManager_pid_7879085_custom_att_2_simple_viewer,Water music,1983,182570,Georg Friedrich Händel,,,,Archiv Produktion,Hamburg
157,2059210/data_sounds_http___archive_org_download_jgreene2004_07_30_flac16_D1T03_mp3,"tell me mama, tell me right",2008,270838,Jackie Greene,1980-11-27,,Jackie Greene is an American singer-songwriter and musician.,,
158,446/TSA1363283,Live / Vasco Ross,2010,30073,Vasco Rossi,1952-02-07,,"Vasco Rossi (born 7 February 1952), also known as Vasco or with the nickname Il Blasco, is an Italian singer-songwriter. During his career, he has published 26 albums (not including unofficial releases) and has written over 250 songs, as well as lyrics for other artists. He calls himself a ""provoca(u)tore"" (an Italian portmanteau for ""provoking author"") as throughout his career he has been regularly criticized over his choice of lifestyle and the lyrics in his songs.",Emi Classics,
159,446/MIL0873282,In the sky now / Veronica Aslin,2011,30073,Veronica Aslinn,,,,Edel,
160,496/MIL0873248,Sensazioni rock,2010,30073,Vasco Rossi,1952-02-07,,"Vasco Rossi (born 7 February 1952), also known as Vasco or with the nickname Il Blasco, is an Italian singer-songwriter. During his career, he has published 26 albums (not including unofficial releases) and has written over 250 songs, as well as lyrics for other artists. He calls himself a ""provoca(u)tore"" (an Italian portmanteau for ""provoking author"") as throughout his career he has been regularly criticized over his choice of lifestyle and the lyrics in his songs.",Sony Music Entertainment,
161,2059210/data_sounds_http___archive_org_download_vanderark2009_09_27_flac16_vanderark2009_09_27d02t05_mp3,Monday Morning Girl,2009,229042,Brian Vander Ark,1966-06-19,,Brian Vander Ark is an American singer-songwriter best known as lead singer for the band The Verve Pipe.,,Georgia
162,446/LO11237286,Il giovanotto matto ,2006,30073,Lorenzo Hengeller,,,,Polosud,
163,446/MOD1565166,Smashes & Trashes ,2009,30073,Skunk Anansie,,,,Carosello,
164,446/MIL0872569,Cosa succede in città ,2010,30073,Vasco Rossi,1952-02-07,,"Vasco Rossi (born 7 February 1952), also known as Vasco or with the nickname Il Blasco, is an Italian singer-songwriter. During his career, he has published 26 albums (not including unofficial releases) and has written over 250 songs, as well as lyrics for other artists. He calls himself a ""provoca(u)tore"" (an Italian portmanteau for ""provoking author"") as throughout his career he has been regularly criticized over his choice of lifestyle and the lyrics in his songs.",Carosello,
165,496/MIL0881967,Francesco Guccini : 20 gennaio 1982,2008,30073,Francesco Guccini,1940-06-14,,"For the album, see Guccini (album).Francesco Guccini (born 14 June 1940) is an Italian singer-songwriter, considered one of the most important Cantautori. During the five decades of his music career he has recorded 16 studio albums and collections, and 6 live albums. He is also a writer, having published autobiographic and noir novels, and a comics artist. Guccini also worked as actor, soundtrack composer, lexicographer and dialectologist.Guccini moved to Pàvana during World War II, then returned to Modena where he spent his teenage years and established his musical career. His debut album, Folk beat n. 1, was released in 1967, but the first success was in 1972 with the album Radici. He was harshly criticised after releasing Stanze di vita quotidiana, and answered to his critics with the song ""L'avvelenata"". His studio albums production slowed down in the nineties and 2000s, but his live performances continued being successful.His lyrics have been praised for their poetic and literary value and have been used in schools as an example of modern poetry. Guccini has gained the appreciation of critics and fans, who regard him as an iconic figure. He has received several awards for his works; an asteroid, a cactus species and a butterfly subspecies have been named after him. The main instrument in most of his songs is the acoustic guitar.",Edel,
166,2059210/data_sounds_http___archive_org_download_emckeown2005_06_29_flac16_emckeown2005_06_29t16_mp3,E1: Delicate December,2007,228963,Erin McKeown,1977-10-15,,"Erin McKeown (pronounced ""mick-YONE"") is an American multi-instrumentalist and folk-rock singer/songwriter.McKeown began her career in the folk scene. She released her first album, Monday Morning Cold, on her own label (TVP Records), travelling throughout New England while still a student at Brown University in order to promote the record. Although she had begun studying ornithology, she graduated from Brown with a degree in ethnomusicology.McKeown's music is difficult to categorize in terms of genre; it has touched upon pop, swing, rock, folk, and electronic music, as well as many other genres. McKeown cites The Hitchhiker's Guide to the Galaxy as an influence on her music.The Philadelphia Weekly recently described McKeown's music, saying:More singer-songwriters should follow the lead of Erin McKeown, thekooky songbird who's proved both playful and daring throughout hercareer. With a lilting delivery and chameleonic instrumentation, sheeven slipped into French for ""Coucou,"" a gem off her unlikely standardsalbum Sing You Sinners. But with McKeown, is anything really unlikely?McKeown continues to perform regularly, spending much of her time touring throughout the world with artists such as Ani DiFranco, Josh Ritter, the Indigo Girls, Martin Sexton, Andrew Bird, Thea Gilmore, Melissa Ferrick, Allison Miller, and others. McKeown also took part in Queerstock, a music festival dedicated to promoting LGBT musicians.Early in her career, she also collaborated with Beth Amsel, Jess Klein, and Rose Polenzani; the four of them performed as Voices on the Verge.McKeown's 2005 album, We Will Become Like Birds (produced by Tucker Martine), served as a departure from her earlier work, with a more rock-oriented sound. At a September 1, 2008, concert at The Gravity Lounge in Charlottesville, Virginia, McKeown told the audience that she wrote this album ""in an attempt to write myself out of the worst heartache I'd experienced up to that point.""Her next studio release, Sing You Sinners, was released in Europe on the 23 October 2006 and in the United States on January 9, 2007 by Nettwerk Records LLC. It consists mostly of covers of jazz standards from the 1920s through 1950s.McKeown's record, Hundreds of Lions, was released under Righteous Babe Records on October 13, 2009. Additionally, a series of web concerts recorded in 2009 are available at McKeown's website. McKeown is also currently member of an unsigned band known as ""emma"", which she created with her friend Allison Miller. McKeown has plans to write a book of poetry.McKeown released ""Manifestra"" on January 15, 2013. Physical copies also came with a bonus album, ""Civics"", where Erin performed the entirety of ""Manifestra"" solo acoustic in a historic library.McKeown is noted for her energetic stage presence and her habit of wearing tailored suits, often with ties and Fluevog shoes, to performances.She grew up in Fredericksburg, Virginia, and now lives in Massachusetts.She occasionally performs big band music with the Beantown Swing Orchestra.McKeown was selected to be a 2011-2012 fellow at Harvard University's Berkman Center for Internet & Society. There, she will ""work to connect the worlds of policy, art, and technology while considering questions about how to make a creative life a viable vocation.""",,Britain
